transaction_id,device_id,merchant_id,timestamp,transaction_amount,retry_count,device_uptime_hrs,firmware_version,last_ping_gap_sec,geo_city,geo_lat,geo_lon,ip_consistency_flag,label,fraud_type
7aa19a23-4e2e-4e2c-832a-0ccee03f910c,POS-5E135EE5,MER-CFC6A3,2026-08-01T00:05:38.044934,221.58,0,298.3,v2.3.0-beta,1.79,Hyderabad,17.385,78.4867,1,normal,
bf595035-363f-4e71-8d91-c6050d64ef65,POS-DAF5E94F,MER-7EFCF5,2026-08-01T00:18:51.193524,3235.57,0,185.0,v2.1.1,2.24,Delhi,28.7041,77.1025,1,normal,
170c5191-87fd-40a6-9318-22fd0cd60868,POS-051FF9AE,MER-9CFC62,2026-08-01T00:28:59.184944,4372.43,1,55.6,v2.1.1,2.55,Delhi,28.7041,77.1025,1,normal,
84822527-0d48-4dc1-bf5b-f750232a63ae,POS-46440954,MER-EC80AB,2026-08-01T00:31:17.132779,2410.19,0,297.2,v2.1.1,1.8,Pune,18.5204,73.8567,1,normal,
f835dc99-a522-489c-aab7-018ad085fa38,POS-7DB00C21,MER-A6AD30,2026-08-01T00:40:19.133431,1769.94,0,163.0,v2.1.0,2.87,Delhi,28.7041,77.1025,1,normal,
f639d260-27ab-4e55-b3ee-95f7f7df6ecd,POS-051FF9AE,MER-9CFC62,2026-08-01T01:11:13.491125,3881.97,0,365.7,v2.1.1,1.65,Delhi,28.7041,77.1025,1,normal,
0f1bc4c9-d94d-4beb-b652-f42c217cf727,POS-0CE6AC7D,MER-485F3C,2026-08-01T01:20:30.778539,1343.36,0,189.6,v2.1.1,2.09,Nagpur,21.1458,79.0882,1,normal,
3dcbcdec-1e6a-4077-9de5-442f1817dad6,POS-9148A4FD,MER-D0B0E2,2026-08-01T01:23:07.258822,2910.99,0,422.4,v2.2.0,1.42,Chennai,13.0827,80.2707,1,normal,
ba6482a3-75ec-4ed8-b155-bbd5838a949d,POS-46440954,MER-EC80AB,2026-08-01T01:28:50.297631,4359.18,1,362.9,v2.1.1,2.72,Pune,18.5204,73.8567,1,normal,
b8d9aa83-c19e-4b4b-999c-350aa26fa333,POS-8055B7D5,MER-C01AAB,2026-08-01T01:32:05.643695,382.94,0,355.3,v2.2.0,0.6,Bengaluru,12.9716,77.5946,1,normal,
e9cf9ef4-80d3-41ba-a0ad-90215a5301e7,POS-8E927611,MER-702C9F,2026-08-01T01:36:06.992274,4157.84,1,328.4,v2.2.0,2.21,Hyderabad,17.385,78.4867,1,normal,
4ef36a06-aad2-4d50-ae6b-e90c79482039,POS-38D30BE1,MER-4A7108,2026-08-01T01:50:37.481542,3968.38,0,105.9,v2.2.0,2.29,Hyderabad,17.385,78.4867,1,normal,
b9fbd605-52ba-4ec6-9064-18945b362abc,POS-A89757A9,MER-2FE2AB,2026-08-01T02:16:28.619813,1239.92,0,492.2,v2.1.1,2.97,Delhi,28.7041,77.1025,1,normal,
d132d369-cc54-4c3b-99d8-6434d98849f3,POS-A547F503,MER-5FAB36,2026-08-01T02:25:28.213784,1075.32,1,328.9,v2.1.1,1.19,Mumbai,19.076,72.8777,1,normal,
cdebb76e-8102-4e77-9e9a-b58d33f9ce71,POS-E955898F,MER-BC07D1,2026-08-01T02:28:35.242949,1013.31,0,440.2,v2.1.1,2.52,Kolkata,22.5726,88.3639,1,normal,
74c3c3c8-c4b7-4c6b-a4a6-4ff0bc3f9d51,POS-61489504,MER-4D0DDD,2026-08-01T02:37:26.422582,1034.88,0,303.9,v2.2.0,0.89,Nagpur,21.1458,79.0882,1,normal,
57e00937-cbea-426f-9b23-8a21a006894f,POS-E6B8C577,MER-45AEF9,2026-08-01T02:41:48.939650,3833.31,1,255.7,v2.3.0-beta,1.11,Bengaluru,12.9716,77.5946,1,normal,
9fc5a8e8-b71e-4428-bbe5-e18f0d03b00b,POS-387873DA,MER-EFC53A,2026-08-01T03:04:54.290089,883.57,1,1.8,v2.3.0-beta,0.67,Kolkata,22.5726,88.3639,1,normal,
60870db3-7bd0-4dc9-9d5c-cd21c582ecf2,POS-B389E42F,MER-858A57,2026-08-01T03:09:10.936465,4922.75,0,428.0,v2.1.1,0.55,Chennai,13.0827,80.2707,1,normal,
8e9de805-1ca1-48fe-a481-5879f3c92e1b,POS-45CC20CC,MER-80823F,2026-08-01T03:10:00.802398,4416.07,1,83.6,v2.1.1,0.69,Nagpur,21.1458,79.0882,1,normal,
